timestamp,service,total,2xx,4xx,5xx
2026-09-13T21:01:43Z,adservice,71762,71643,0,0
2026-09-13T21:01:43Z,cartservice,303190,303160,0,0
2026-09-13T21:01:43Z,checkoutservice,0,0,0,0
2026-09-13T21:01:43Z,currencyservice,472064,472045,0,0
2026-09-13T21:01:43Z,emailservice,5802,5802,0,0
2026-09-13T21:01:43Z,frontend,297615,297000,0,114
2026-09-13T21:01:43Z,paymentservice,5812,5812,0,0
2026-09-13T21:01:43Z,productcatalogservice,0,0,0,0
2026-09-13T21:01:43Z,recommendationservice,187541,187524,0,0
2026-09-13T21:01:43Z,redis-cart,0,0,0,0
2026-09-13T21:01:43Z,shippingservice,121253,121245,0,0
2026-09-13T21:01:44Z,adservice,71762,71643,0,0
2026-09-13T21:01:44Z,cartservice,303190,303160,0,0
2026-09-13T21:01:44Z,checkoutservice,0,0,0,0
2026-09-13T21:01:44Z,currencyservice,472064,472045,0,0
2026-09-13T21:01:44Z,emailservice,5802,5802,0,0
2026-09-13T21:01:44Z,frontend,297615,297000,0,114
2026-09-13T21:01:44Z,paymentservice,5812,5812,0,0
2026-09-13T21:01:44Z,productcatalogservice,0,0,0,0
2026-09-13T21:01:44Z,recommendationservice,187541,187524,0,0
2026-09-13T21:01:44Z,redis-cart,0,0,0,0
2026-09-13T21:01:44Z,shippingservice,121253,121245,0,0
2026-09-13T21:01:45Z,adservice,71762,71643,0,0
2026-09-13T21:01:45Z,cartservice,303190,303160,0,0
2026-09-13T21:01:45Z,checkoutservice,0,0,0,0
2026-09-13T21:01:45Z,currencyservice,472064,472045,0,0
2026-09-13T21:01:45Z,emailservice,5802,5802,0,0
2026-09-13T21:01:45Z,frontend,297615,297000,0,114
2026-09-13T21:01:45Z,paymentservice,5812,5812,0,0
2026-09-13T21:01:45Z,productcatalogservice,0,0,0,0
2026-09-13T21:01:45Z,recommendationservice,187541,187524,0,0
2026-09-13T21:01:45Z,redis-cart,0,0,0,0
2026-09-13T21:01:45Z,shippingservice,121253,121245,0,0
2026-09-13T21:01:46Z,adservice,71762,71643,0,0
2026-09-13T21:01:46Z,cartservice,303190,303160,0,0
2026-09-13T21:01:46Z,checkoutservice,0,0,0,0
2026-09-13T21:01:46Z,currencyservice,472064,472045,0,0
2026-09-13T21:01:46Z,emailservice,5802,5802,0,0
2026-09-13T21:01:46Z,frontend,297615,297000,0,114
2026-09-13T21:01:46Z,paymentservice,5812,5812,0,0
2026-09-13T21:01:46Z,productcatalogservice,0,0,0,0
2026-09-13T21:01:46Z,recommendationservice,187541,187524,0,0
2026-09-13T21:01:46Z,redis-cart,0,0,0,0
2026-09-13T21:01:46Z,shippingservice,121253,121245,0,0
2026-09-13T21:01:47Z,adservice,71762,71643,0,0
2026-09-13T21:01:47Z,cartservice,303190,303160,0,0
2026-09-13T21:01:47Z,checkoutservice,0,0,0,0
2026-09-13T21:01:47Z,currencyservice,472064,472045,0,0
2026-09-13T21:01:47Z,emailservice,5802,5802,0,0
2026-09-13T21:01:47Z,frontend,297615,297000,0,114
2026-09-13T21:01:47Z,paymentservice,5812,5812,0,0
2026-09-13T21:01:47Z,productcatalogservice,0,0,0,0
2026-09-13T21:01:47Z,recommendationservice,187541,187524,0,0
2026-09-13T21:01:47Z,redis-cart,0,0,0,0
2026-09-13T21:01:47Z,shippingservice,121253,121245,0,0
2026-09-13T21:01:48Z,adservice,71762,71643,0,0
2026-09-13T21:01:48Z,cartservice,303190,303160,0,0
2026-09-13T21:01:48Z,checkoutservice,0,0,0,0
2026-09-13T21:01:48Z,currencyservice,472064,472045,0,0
2026-09-13T21:01:48Z,emailservice,5802,5802,0,0
2026-09-13T21:01:48Z,frontend,297615,297000,0,114
2026-09-13T21:01:48Z,paymentservice,5812,5812,0,0
2026-09-13T21:01:48Z,productcatalogservice,0,0,0,0
