timestamp,service,cadvisor_cpu,quota,alpha,utilization,overloaded
2026-09-22T17:34:36Z,frontend,0.0,1150,0.8,0.0,0
2026-09-22T17:34:36Z,cartservice,0.0,1920,0.95,0.0,0
2026-09-22T17:34:36Z,checkoutservice,0.0,615,0.8,0.0,0
2026-09-22T17:34:36Z,productcatalogservice,0.0,1535,0.95,0.0,0
2026-09-22T17:34:36Z,paymentservice,0.0,155,0.8,0.0,0
2026-09-22T17:34:36Z,recommendationservice,0.0,1150,0.8,0.0,0
2026-09-22T17:34:36Z,shippingservice,42.0,770,0.8,0.05454545454545454,0
2026-09-22T17:34:36Z,currencyservice,0.0,770,0.8,0.0,0
2026-09-22T17:34:36Z,emailservice,19.0,155,0.8,0.12258064516129032,0
2026-09-22T17:34:36Z,adservice,25.0,1150,0.8,0.021739130434782608,0
2026-09-22T17:34:36Z,redis-cart,5.0,540,0.8,0.009259259259259259,0
2026-09-22T17:34:37Z,frontend,0.0,1150,0.8,0.0,0
2026-09-22T17:34:37Z,cartservice,17.0,1920,0.95,0.008854166666666666,0
2026-09-22T17:34:37Z,checkoutservice,0.0,615,0.8,0.0,0
2026-09-22T17:34:37Z,productcatalogservice,0.0,1535,0.95,0.0,0
2026-09-22T17:34:37Z,paymentservice,0.0,155,0.8,0.0,0
2026-09-22T17:34:37Z,recommendationservice,0.0,1150,0.8,0.0,0
2026-09-22T17:34:37Z,shippingservice,42.0,770,0.8,0.05454545454545454,0
2026-09-22T17:34:37Z,currencyservice,0.0,770,0.8,0.0,0
2026-09-22T17:34:37Z,emailservice,12.0,155,0.8,0.07741935483870968,0
2026-09-22T17:34:37Z,adservice,25.0,1150,0.8,0.021739130434782608,0
2026-09-22T17:34:37Z,redis-cart,5.0,540,0.8,0.009259259259259259,0
2026-09-22T17:34:38Z,frontend,0.0,1150,0.8,0.0,0
2026-09-22T17:34:38Z,cartservice,0.0,1920,0.95,0.0,0
2026-09-22T17:34:38Z,checkoutservice,0.0,615,0.8,0.0,0
2026-09-22T17:34:38Z,productcatalogservice,0.0,1535,0.95,0.0,0
2026-09-22T17:34:38Z,paymentservice,0.0,155,0.8,0.0,0
2026-09-22T17:34:38Z,recommendationservice,31.0,1150,0.8,0.026956521739130435,0
2026-09-22T17:34:38Z,shippingservice,0.0,770,0.8,0.0,0
2026-09-22T17:34:38Z,currencyservice,0.0,770,0.8,0.0,0
2026-09-22T17:34:38Z,emailservice,12.0,155,0.8,0.07741935483870968,0
2026-09-22T17:34:38Z,adservice,24.0,1150,0.8,0.020869565217391306,0
