timestamp,service,total,2xx,4xx,5xx
2026-09-10T22:01:21Z,adservice,152688,152612,0,0
2026-09-10T22:01:21Z,cartservice,662215,662160,0,0
2026-09-10T22:01:21Z,checkoutservice,23842,23839,0,0
2026-09-10T22:01:21Z,currencyservice,1017558,1017491,0,0
2026-09-10T22:01:21Z,emailservice,23839,23839,0,0
2026-09-10T22:01:21Z,frontend,638634,637751,0,0
2026-09-10T22:01:21Z,paymentservice,23840,23840,0,0
2026-09-10T22:01:21Z,productcatalogservice,2908921,2908705,0,0
2026-09-10T22:01:21Z,recommendationservice,407005,407001,0,0
2026-09-10T22:01:21Z,redis-cart,0,0,0,0
2026-09-10T22:01:21Z,shippingservice,277740,277738,0,0
2026-09-10T22:01:24Z,adservice,152688,152612,0,0
2026-09-10T22:01:24Z,cartservice,662215,662160,0,0
2026-09-10T22:01:24Z,checkoutservice,23842,23839,0,0
2026-09-10T22:01:24Z,currencyservice,1017558,1017491,0,0
2026-09-10T22:01:24Z,emailservice,23839,23839,0,0
2026-09-10T22:01:24Z,frontend,638634,637751,0,0
2026-09-10T22:01:24Z,paymentservice,23840,23840,0,0
2026-09-10T22:01:24Z,productcatalogservice,2908921,2908705,0,0
2026-09-10T22:01:24Z,recommendationservice,407005,407001,0,0
2026-09-10T22:01:24Z,redis-cart,0,0,0,0
2026-09-10T22:01:24Z,shippingservice,277740,277738,0,0
2026-09-10T22:01:26Z,adservice,152688,152612,0,0
2026-09-10T22:01:26Z,cartservice,662215,662160,0,0
2026-09-10T22:01:26Z,checkoutservice,23842,23839,0,0
2026-09-10T22:01:26Z,currencyservice,1017558,1017491,0,0
2026-09-10T22:01:26Z,emailservice,23839,23839,0,0
2026-09-10T22:01:26Z,frontend,638634,637751,0,0
2026-09-10T22:01:26Z,paymentservice,23840,23840,0,0
2026-09-10T22:01:26Z,productcatalogservice,2908921,2908705,0,0
2026-09-10T22:01:26Z,recommendationservice,407005,407001,0,0
2026-09-10T22:01:26Z,redis-cart,0,0,0,0
2026-09-10T22:01:26Z,shippingservice,277740,277738,0,0
2026-09-10T22:01:28Z,adservice,152688,152612,0,0
2026-09-10T22:01:28Z,cartservice,662215,662160,0,0
2026-09-10T22:01:28Z,checkoutservice,23842,23839,0,0
2026-09-10T22:01:28Z,currencyservice,1017558,1017491,0,0
2026-09-10T22:01:28Z,emailservice,23839,23839,0,0
2026-09-10T22:01:28Z,frontend,638634,637751,0,0
2026-09-10T22:01:28Z,paymentservice,23840,23840,0,0
2026-09-10T22:01:28Z,productcatalogservice,2908921,2908705,0,0
2026-09-10T22:01:28Z,recommendationservice,407005,407001,0,0
2026-09-10T22:01:28Z,redis-cart,0,0,0,0
2026-09-10T22:01:28Z,shippingservice,277740,277738,0,0
2026-09-10T22:01:30Z,adservice,152688,152612,0,0
2026-09-10T22:01:30Z,cartservice,662215,662160,0,0
2026-09-10T22:01:30Z,checkoutservice,23842,23839,0,0
2026-09-10T22:01:30Z,currencyservice,1017558,1017491,0,0
2026-09-10T22:01:30Z,emailservice,23839,23839,0,0
2026-09-10T22:01:30Z,frontend,638634,637751,0,0
2026-09-10T22:01:30Z,paymentservice,23840,23840,0,0
2026-09-10T22:01:30Z,productcatalogservice,2908921,2908705,0,0
2026-09-10T22:01:30Z,recommendationservice,407005,407001,0,0
2026-09-10T22:01:30Z,redis-cart,0,0,0,0
2026-09-10T22:01:30Z,shippingservice,277740,277738,0,0
2026-09-10T22:01:32Z,adservice,152688,152612,0,0
2026-09-10T22:01:32Z,cartservice,662215,662160,0,0
2026-09-10T22:01:32Z,checkoutservice,23842,23839,0,0
2026-09-10T22:01:32Z,currencyservice,1017558,1017491,0,0
2026-09-10T22:01:32Z,emailservice,23839,23839,0,0
